Name EN,Focus Region,Language,Entity Owner EN,Parent Entity EN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Chinese Embassy in Malaysia,Malaysia,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,chinaembmyCN,114000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,114000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Mongolia,Mongolia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,profile.php?id=100063544484530,4100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4100,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Myanmar,Myanmar,Burmese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,paukphawfriendship,263000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,263000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in North Macedonia,North Macedonia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,chinaembassynmk,4300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4300,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Norway,Norway,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,ChinaInNorway,5100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5100,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Sierra Leone,Sierra Leone,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,profile.php?id=100064919281086,12000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Singapore,Singapore,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,Chinaemb.SG,101000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,101000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in South Africa,South Africa,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,chinainsa,76000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,76000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Trinidad and Tobago,Trinidad and Tobago,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,ChineseEmbinTT,1100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1100,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Vietnam,Vietnam,Vietnamese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,ChineseEmbassyinHanoi,47000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,47000,0.0,100.0,0.0,0.0,0.0,0.0,False
Xiao Junzheng,Greece,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,profile.php?id=100076260574528,1000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1000,0.0,100.0,0.0,0.0,0.0,0.0,False
Yang Gang,Singapore,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,Unknown,0,profile.php?id=100085710623943,1700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1700,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Office of the Commissioner in Hong Kong,Hong Kong,Chinese,Office of the Commissioner of the Ministry of Foreign Affairs of the People's Republic of China in the Hong Kong Special Administrative Region,Ministry of Foreign Affairs,Unknown,0,MFAofficeHK,853000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,853000,0.0,100.0,0.0,0.0,0.0,0.0,True
Shiting Wenshan,Yunnan,Chinese,Wenshan Radio & Television Station,Wenshan Municipal People's Government,Unknown,0,视听文山-100068200601004,15,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,15,0.0,100.0,0.0,0.0,0.0,0.0,False
New Marco Polo,Anglosphere,English,Xinhua News Agency,State Council,Unknown,0,marcopolo.beijing/,2300000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2300000,0.0,100.0,0.0,0.0,0.0,0.0,True
Xinhua Hong Kong,Hong Kong,Chinese,Xinhua News Agency,State Council,Unknown,0,XinhuaHK,1400000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1400000,0.0,100.0,0.0,0.0,0.0,0.0,True
