Name EN,Name CN,Focus Region,Language,Entity Owner EN,Entity Owner CN,Parent Entity EN,Parent Entity CN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Zhang Niki (Hnin Pwint Phyu),Unknown,Myanmar,Burmese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,hninpwintphyuniki,2600000,Unknown,0,Unknown,0,Unknown,0,hninpwintphyu_niki,747500,2,Medium,3347500,0.0,77.7,0.0,0.0,0.0,22.3,True
Haiwai Net (Japan Fusion Media Center),海外网日本融媒体中心,Japan,Japanese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Unknown,0,profile.php?id=100063859667657,9900,Unknown,0,Unknown,0,Unknown,0,hwwrbrmt,21500,2,Medium,31400,0.0,31.5,0.0,0.0,0.0,68.5,True
Wang Iffat,Unknown,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,ChinesegirlIFFAT,1000000,Unknown,0,Unknown,0,Unknown,0,iffat2023,16700,2,Medium,1016700,0.0,98.4,0.0,0.0,0.0,1.6,True
iPanda Thailand,熊猫频道,Thailand,Thai,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ipanda_th,22800,1,Low,22800,0.0,0.0,0.0,0.0,0.0,100.0,True
iPanda (Japanese),熊猫频道,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ipanda.jp,505700,1,Low,505700,0.0,0.0,0.0,0.0,0.0,100.0,True
International Channel Shanghai (ICS),上海外语频道,Shanghai,English,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,likechina2021,59100,1,Low,59100,0.0,0.0,0.0,0.0,0.0,100.0,True
Little Turtle Lisa (Elle),Unknown,Hainan,English,Sansha Satellite TV (SSTV),三沙综合频道(三沙卫视),Sansha Municipal People's Government,三沙市人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,littleturtlelisa,1100000,1,Low,1100000,0.0,0.0,0.0,0.0,0.0,100.0,True
NewsTok,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,newstoks,32000,1,Low,32000,0.0,0.0,0.0,0.0,0.0,100.0,True
CGTN Our Planet Needs You,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ourplanetneedsyou,428,1,Low,428,0.0,0.0,0.0,0.0,0.0,100.0,True
Panda Insight,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,panda_insight,104500,1,Low,104500,0.0,0.0,0.0,0.0,0.0,100.0,True
CGTN Razor Science,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,razor_science,524,1,Low,524,0.0,0.0,0.0,0.0,0.0,100.0,True
Xinwen Qishi Lu,新闻启示录,Fujian,Chinese,Fujian Radio Film and TV Group (FJTV),福建省广播影视集团,Fujian Provincial Committee,中共福建省委,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,sumonalocal365,6,1,Low,6,0.0,0.0,0.0,0.0,0.0,100.0,True
The Optimist!,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,the...optimist,9237,1,Low,9237,0.0,0.0,0.0,0.0,0.0,100.0,True
CGTN The Agenda,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,theagendashow,318,1,Low,318,0.0,0.0,0.0,0.0,0.0,100.0,True
Tang Knows,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,tshowyou,353500,1,Low,353500,0.0,0.0,0.0,0.0,0.0,100.0,True
Visit Jiangsu,Unknown,Jiangsu,English,Jiangsu Provincial Department of Cultural & Tourism,江苏省文化和旅游厅,Jiangsu Provincial People's Government,江苏省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,visit_jiangsu,251700,1,Low,251700,0.0,0.0,0.0,0.0,0.0,100.0,True
Visit Beijing,Unknown,Anglosphere,English,Promotional Centre of Beijing Municipal Bureau of Culture and Tourism,北京市旅游运行监测中心,Beijing Municipal People's Government,北京市人民政府,Unknown,0,BeijingTourismOfficial,3300000,Unknown,0,Unknown,0,Unknown,0,visitbeijing,912700,2,Medium,4212700,0.0,78.3,0.0,0.0,0.0,21.7,True
Visit Shaanxi,Unknown,Shaanxi,English,Shaanxi Provincial Department of Cultural & Tourism,陕西省文化和旅游厅,Shaanxi Provincial People's Government,陕西省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,visitshaanxi,12500,1,Low,12500,0.0,0.0,0.0,0.0,0.0,100.0,True
Xinhua New Delhi,新华社新德里分部,India,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,xinhuanewdelhi,2548,1,Low,2548,0.0,0.0,0.0,0.0,0.0,100.0,True
Zhejiang 520,Unknown,Anglosphere,English,Zhejiang Provincial Government Information Office,浙江省政府新闻办,Zhejiang Provincial People's Government,浙江省人民政府,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,zhejiang520,27,1,Low,27,0.0,0.0,0.0,0.0,0.0,100.0,True
Dot News 88,圓點Dot,Hong Kong,Cantonese,AcMedia Limited,正傳媒有限公司,unknown,Unknown,Unknown,0,dotnews88,58000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,58000,0.0,100.0,0.0,0.0,0.0,0.0,False
Travel in China,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,Unknown,0,ChinaDailyTravel,4700000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4700000,0.0,100.0,0.0,0.0,0.0,0.0,True
CCTV Kuaikan,央视网快看,China,Chinese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,profile.php?id=100086898702562,1,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1,0.0,100.0,0.0,0.0,0.0,0.0,False
CGTN Rediscovering China,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,CGTNRediscoveringChina,97000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,97000,0.0,100.0,0.0,0.0,0.0,0.0,False
China Plus America,Unknown,USA,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,chinaplusamerica,3300000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3300000,0.0,100.0,0.0,0.0,0.0,0.0,True
China Plus South Africa,Unknown,South Africa,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,chinaplussa,805000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,805000,0.0,100.0,0.0,0.0,0.0,0.0,True
China.com (English),中华网,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,FocusInChina,781000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,781000,0.0,100.0,0.0,0.0,0.0,0.0,True
Chosi,Unknown,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,ChosiInUrdu,676000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,676000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Español (Onda China),Unknown,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,ondachinabeijing,3600000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3600000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Esperanto (Ĉina Radio Internacia),Unknown,EU,Esperanto,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,criesperanto,156000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,156000,0.0,100.0,0.0,0.0,0.0,0.0,False
CRI Hoc Tieng Trung ,Unknown,Vietnam,Vietnamese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crilearningchinese,409000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,409000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Hộp thư Ngọc Ánh,Unknown,Vietnam,Vietnamese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crihopthungocanh,178000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,178000,0.0,100.0,0.0,0.0,0.0,0.0,False
CRI Indonesian,Unknown,Indonesia,Bahasa Indonesia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,indonesian.cri.cn,303000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,303000,0.0,100.0,0.0,0.0,0.0,0.0,False
CRI Korean,Unknown,South Korea,Korean,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,korean.cri,5500,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5500,0.0,100.0,0.0,0.0,0.0,0.0,False
CRI Laos,Unknown,Laos,Laotian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crifm93,1500000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1500000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Malaysian,Unknown,Malaysia,Bahasa Malaysia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crimalay,1400000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1400000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Online,国际在线,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,CRIonlineofficial,946,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,946,0.0,100.0,0.0,0.0,0.0,0.0,False
CRI Portuguese,Unknown,Portugal,Portuguese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,criportugues,1000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1000000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Romanian,Unknown,Romania,Romanian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,criromanian,496000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,496000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Tamil,Unknown,India,Tamil,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,critamil,10000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10000000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Thai,Unknown,Thailand,Thai,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,ChinafacecriThai,2900000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2900000,0.0,100.0,0.0,0.0,0.0,0.0,True
CRI Vietnamese (Đài Phát thanh Quốc tế Trung Quốc),Unknown,Vietnam,Vietnamese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,criviet,2100000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2100000,0.0,100.0,0.0,0.0,0.0,0.0,True
Deng Ying (Viva Studio),邓颖,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,vivastudio2020,1031952,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1031952,0.0,100.0,0.0,0.0,0.0,0.0,True
Diễn đàn Tuổi trẻ ,Unknown,Vietnam,Vietnamese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crituoitre,129000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,129000,0.0,100.0,0.0,0.0,0.0,0.0,False
Ji Humin,Unknown,India,Hindi,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,ChineseHuminJi,717000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,717000,0.0,100.0,0.0,0.0,0.0,0.0,True
Liu Min,刘旻,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,minliuinbeijing,174212,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,174212,0.0,100.0,0.0,0.0,0.0,0.0,False
Liu Rasika,Unknown,Sri Lanka,Sinhalese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,profile.php?id=100023398432589,448000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,448000,0.0,100.0,0.0,0.0,0.0,0.0,True
M & V Studio,Unknown,Vietnam,Vietnamese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,crituoitre,77505,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,77505,0.0,100.0,0.0,0.0,0.0,0.0,False
Niu Honglin (Niu Niu),牛翃琳,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Niuniustillrocks,970000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,970000,0.0,100.0,0.0,0.0,0.0,0.0,True
Ping Ping (Lụk chạd kạb p̄hing p̄hing / ลึกชัดกับผิงผิง),Unknown,Thailand,Thai,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,doubleping.china,176000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,176000,0.0,100.0,0.0,0.0,0.0,0.0,False
Radio Internacional de China en español,Unknown,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,criespanol,3683015,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3683015,0.0,100.0,0.0,0.0,0.0,0.0,True
Secrets de chef,Unknown,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,profile.php?id=100066989689059,198143,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,198143,0.0,100.0,0.0,0.0,0.0,0.0,False
Seda Mali,Unknown,Sri Lanka,Sinhalese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,sedamali2020,125000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,125000,0.0,100.0,0.0,0.0,0.0,0.0,False
Shi Shuai (Letizia Shi / Letizia Con Chino),Unknown,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,letiziaconchino,103000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,103000,0.0,100.0,0.0,0.0,0.0,0.0,False
Sun Qing (Ilakkaya / இலக்கியா),孙清,India,Tamil,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,IlakkiyaInChina,1100000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1100000,0.0,100.0,0.0,0.0,0.0,0.0,True
Tabasum,Unknown,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,tabasumslife,1100000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1100000,0.0,100.0,0.0,0.0,0.0,0.0,True
Trending in China,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,trendinginchina,1300000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1300000,0.0,100.0,0.0,0.0,0.0,0.0,True
Vica Li Eating Daily,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,VicaLiDaily,4300,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4300,0.0,100.0,0.0,0.0,0.0,0.0,False
Zhang Murtala,Unknown,Nigeria,Hausa,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,Murtalazhang,1200000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1200000,0.0,100.0,0.0,0.0,0.0,0.0,True
Zhao Songmei (Mélina Zhao),赵松梅,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Unknown,0,M%C3%A9lina-Zhao-117780106328613,664,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,664,0.0,100.0,0.0,0.0,0.0,0.0,False
JSChina_Com_Cn,中国江苏网,Jiangsu,Chinese,"Jiangsu Zhongjiang Network Media Co., Ltd.",江苏中江网传媒股份有限公司,Jiangsu Provincial People's Government,江苏省人民政府,Unknown,0,profile.php?id=100068609386301,5,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Alexandria,中国驻亚历山大总领馆,Egypt,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChinaConsulAlex,5100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5100,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Ho Chi Minh City,中国驻胡志明市总领馆,Vietnam,Vietnamese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChineseConsulateinHCM,43000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,43000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Kolkata,中国驻加尔各答总领馆,India,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,profile.php?id=100087493236662,45,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,45,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Kuching,中国驻古晋总领事馆,Malaysia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,profile.php?id=61550978094668,5,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Penang,中国驻槟城总领事馆,Malaysia,Chinese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,chinaconsulateinpenang,2600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2600,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Bangladesh,Unknown,Bangladesh,Bengali,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,chinaembd,240000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,240000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Barbados,Unknown,Barbados,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChineseEmbassyinBB,491,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,491,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Botswana,Unknown,Botswana,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,bw.chineseembassy,41000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,41000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Bulgaria,中国驻保加利亚大使馆,Bulgaria,Bulgarian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,chineseembassyinbulgaria,1600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1600,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Cambodia,中华人民共和国驻柬埔寨王国大使馆 ,Cambodia,Khmer,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChineseEmbassyCambodia,78000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,78000,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Guyana,Unknown,Guyana,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChineseEmbassyinGuyana,2400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2400,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Iceland,Unknown,Iceland,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChinaInIceland,989,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,989,0.0,100.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Lebanon,中国驻黎巴嫩大使馆,Lebanon,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Unknown,0,ChinainLebanon,4000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4000,0.0,100.0,0.0,0.0,0.0,0.0,False
